,adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor,Latitude,Longitude,NearbyPOIs
2321,sankt eriksgatan 2,2074,3.0,6100000, 16 oktober 2021,16,93846,kungsholmen,65,2,1.0,59.32894591010192,18.02925109863281,52.0
2322,john bergs plan 7,2293,2.0,2900000, 16 oktober 2021,21,90625,kungsholmen,32,2,,59.33700101641311,18.022384643554688,11.0
2323,sankt eriksgatan 41,790,2.0,3000000, 15 oktober 2021,16,111111,kungsholmen,27,1,4.0,59.333849245729375,18.031997680664062,97.0
2324,vitalisvägen 5,2025,,3675000, 15 oktober 2021,,96711,kungsholmen,38,2,,59.330346935343954,18.005905151367188,11.0
2325,love almqvists väg 4b,3368,3.0,3200000, 15 oktober 2021,7,72727,kungsholmen,44,2,,59.334899868447216,18.002471923828125,18.0
2326,norr mälarstrand 30,6587,3.0,25000000, 15 oktober 2021,19,155280,kungsholmen,161,5,4.0,59.32684426392564,18.043670654296875,56.0
2327,sankt göransgatan 152,3623,3.0,5020000, 15 oktober 2021,±0,82295,kungsholmen,61,3,5.0,59.33805154166247,18.01551818847656,18.0
2328,kronobergsgatan 19a,1689,,4660000, 15 oktober 2021,24,133143,kungsholmen,35,2,2.0,59.33349903093664,18.033370971679688,87.0
2329,vitalisvägen 5,1523,,2600000, 14 oktober 2021,21,96296,kungsholmen,27,1,2.0,59.330346935343954,18.005905151367188,11.0
2330,hantverkargatan 12,1405,2.0,5575000, 14 oktober 2021,±0,111500,kungsholmen,50,2,,59.3285956447654,18.045730590820312,87.0
2331,frödingsvägen 7,2173,1.0,3670000, 14 oktober 2021,13,89512,kungsholmen,41,2,2.0,59.330697182628576,18.003158569335938,15.0
2332,baltzar von platens gata 7b,903,2.0,4370000, 14 oktober 2021,15,112051,kungsholmen,39,2,,59.32929617182799,18.03131103515625,59.0
2333,rålambsvägen 70,3251,2.0,5400000, 13 oktober 2021,19,91525,kungsholmen,59,2,,59.33139766636693,17.999725341796875,13.0
2334,garvargatan 22,1433,2.0,3800000, 13 oktober 2021,19,111765,kungsholmen,34,2,2.0,59.3285956447654,18.04161071777344,69.0
2335,fridhemsgatan 3 / norr mälarstrand 92,4500,3.0,8700000, 13 oktober 2021,19,108750,kungsholmen,80,3,,59.329996684449,18.02650451660156,44.0
2336,kungsklippan 11,2553,2.0,2750000, 13 oktober 2021,±0,98214,kungsholmen,28,1,,59.329996684449,18.047103881835938,84.0
2337,pontonjärgatan 43,3297,2.0,6800000, 13 oktober 2021,10,101493,kungsholmen,67,2,4.0,59.32964642994368,18.028564453125,59.0
2338,alströmergatan 49,1933,2.0,2650000, 13 oktober 2021,±0,94643,kungsholmen,28,1,1.0,59.33630064819755,18.02650451660156,44.0
2339,kellgrensgatan 18,2565,3.0,3540000, 13 oktober 2021,11,84286,kungsholmen,42,2,,59.3359504586749,18.014144897460938,27.0
2340,polhemsgatan 38,2373,2.0,4000000, 12 oktober 2021,14,95238,kungsholmen,42,2,,59.33314881253376,18.03817749023437,45.0
2341,pipersgatan 16,2373,2.0,3200000, 12 oktober 2021,19,114286,kungsholmen,28,1,,59.330346935343954,18.045730590820312,94.0
2342,sankt göransgatan 102,2518,2.0,4000000, 12 oktober 2021,16,88889,kungsholmen,45,2,5.0,59.33419945691206,18.025131225585938,35.0
2343,kungsholmsgatan 15,3719,3.0,8425000, 12 oktober 2021,12,104012,kungsholmen,81,3,5.0,59.330697182628576,18.04779052734375,72.0
2344,fleminggatan 81,1938,2.0,5100000, 12 oktober 2021,,110870,kungsholmen,46,2,4.0,59.33419945691206,18.033370971679688,85.0
2345,igeldammsgatan 16,2585,3.0,7050000, 12 oktober 2021,29,117500,kungsholmen,60,3,5.0,59.33665083411027,18.025131225585938,25.0
2346,sankt göransgatan 100,3370,2.0,5600000, 12 oktober 2021,12,83582,kungsholmen,67,3,,59.33419945691206,18.02581787109375,51.0
2347,igeldammsgatan 34,2070,2.0,4350000, 12 oktober 2021,18,103571,kungsholmen,42,2,3.0,59.33805154166247,18.0230712890625,15.0
2348,lidnersplan 10,1880,3.0,3100000, 12 oktober 2021,11,96875,kungsholmen,32,2,,59.3359504586749,17.99835205078125,7.0
2349,drottningholmsvägen 4,3370,3.0,9400000, 12 oktober 2021,±0,122078,kungsholmen,77,3,,59.332448364897616,18.032684326171875,95.0
2350,inedalsgatan 21,2791,3.0,6250000, 12 oktober 2021,25,107759,kungsholmen,58,2,3.0,59.3359504586749,18.036117553710938,84.0
2351,polhemsgatan 33,1784,2.0,4000000, 12 oktober 2021,5,93023,kungsholmen,43,2,,59.33419945691206,18.03817749023437,37.0
2352,hornsbergs strand 15c,2650,3.0,4600000, 12 oktober 2021,15,86792,kungsholmen,53,2,4.0,59.33980234488247,18.01483154296875,13.0
2353,frödingsvägen 6,1977,,4220000, 11 oktober 2021,11,87917,kungsholmen,48,2,3.0,59.330697182628576,18.003158569335938,15.0
2354,stagneliusvägen 32,2796,3.0,3850000, 11 oktober 2021,5,83696,kungsholmen,46,2,,59.3285956447654,18.007965087890625,14.0
2355,love almqvists väg 4b,3042,3.0,3250000, 11 oktober 2021,9,85526,kungsholmen,38,2,,59.334899868447216,18.002471923828125,18.0
2356,fleminggatan 49,1678,3.0,5400000, 11 oktober 2021,35,101887,kungsholmen,53,2,2.0,59.33349903093664,18.03817749023437,44.0
2357,svedbergsplan 6,3678,3.0,7100000, 11 oktober 2021,13,89873,kungsholmen,79,2,2.0,59.32754482709309,18.011398315429688,16.0
2358,alströmergatan 32n,2335,,4600000, 10 oktober 2021,,102222,kungsholmen,45,2,,59.33700101641311,18.02650451660156,38.0
2359,lindhagensterrassen 9,1843,3.0,3650000, 9 oktober 2021,14,93590,kungsholmen,39,1,13.0,59.33525006879975,18.01483154296875,26.0
2360,alströmergatan 32 i,3155,3.0,6500000, 8 oktober 2021,±0,108333,kungsholmen,60,2,,59.33665083411027,18.02581787109375,34.0
2361,sankt eriksgatan 13,1906,,4650000, 8 oktober 2021,-1,87736,kungsholmen,53,2,,59.329996684449,18.029937744140625,66.0
2362,warfvinges väg 18,4981,3.0,7800000, 8 oktober 2021,7,88636,kungsholmen,88,4,,59.33665083411027,18.01483154296875,22.0
2363,lindhagensterrassen 9,3297,2.0,7000000, 8 oktober 2021,,88608,kungsholmen,79,3,14.0,59.33525006879975,18.01483154296875,26.0
2364,frödingsvägen 10,2352,,3100000, 8 oktober 2021,-2,91176,kungsholmen,34,2,2.0,59.330346935343954,18.002471923828125,14.0
2365,lenngrensgatan 2,3866,3.0,9400000, 8 oktober 2021,9,93069,kungsholmen,101,4,6.0,59.33805154166247,18.005905151367188,24.0
2366,karlsviksgatan 7,2269,3.0,4325000, 7 oktober 2021,9,102976,kungsholmen,42,2,,59.330346935343954,18.028564453125,73.0
2367,igeldammsgatan 34,1878,2.0,3690000, 7 oktober 2021,17,99730,kungsholmen,37,1,1.0,59.33805154166247,18.0230712890625,15.0
2368,kungsklippan 20,2051,3.0,3150000, 7 oktober 2021,26,136957,kungsholmen,23,1,9.0,59.330346935343954,18.047103881835938,84.0
2369,fleminggatan 60,5017,1.0,7800000, 7 oktober 2021,12,98734,kungsholmen,79,3,2.0,59.334899868447216,18.02925109863281,93.0
2370,kungsholms hamnplan 5,1063,,2850000, 7 oktober 2021,4,123913,kungsholmen,23,1,0.0,59.32754482709309,18.045730590820312,73.0
2371,sankt eriksgatan 55a *gårdshus*,1786,4.0,3900000, 7 oktober 2021,18,108333,kungsholmen,36,1,,59.3359504586749,18.032684326171875,109.0
2372,gjutargatan 6,2372,2.0,3670000, 7 oktober 2021,11,87381,kungsholmen,42,2,,59.33665083411027,18.027877807617188,62.0
2373,sankt eriksgatan 31 b,0,1.0,4250000, 7 oktober 2021,6,85000,kungsholmen,50,2,1.0,59.33279859052077,18.03062438964844,101.0
2374,parkgatan 6,1917,,4450000, 7 oktober 2021,19,127143,kungsholmen,35,2,1.0,59.33314881253376,18.03680419921875,48.0
2375,harry martinsons gata 10,2855,3.0,6200000, 7 oktober 2021,22,95385,kungsholmen,65,2,3.0,59.33980234488247,18.007278442382812,27.0
2376,garvargatan 14,1297,,20100000, 7 oktober 2021,44,147794,kungsholmen,136,5,3.0,59.32824537581845,18.043670654296875,77.0
2377,vitalisvägen 11,1892,,3160000, 7 oktober 2021,11,90286,kungsholmen,35,2,1.0,59.329996684449,18.005905151367188,12.0
2378,celsiusgatan 8,2299,3.0,3900000, 6 oktober 2021,6,90698,kungsholmen,43,2,,59.33314881253376,18.03955078125,59.0
2379,alströmergatan 32 o,2335,,4700000, 6 oktober 2021,24,104444,kungsholmen,45,2,3.0,59.33700101641311,18.02719116210937,46.0
2380,lidnersgatan 5,3340,3.0,7020000, 6 oktober 2021,22,98873,kungsholmen,71,3,4.0,59.33525006879975,18.000411987304688,16.0
2381,sankt eriksgatan 16,5299,3.0,13500000, 6 oktober 2021,17,127358,kungsholmen,106,4,5.0,59.330346935343954,18.03062438964844,75.0
2382,stagneliusvägen 43,1332,3.0,5520000, 6 oktober 2021,20,102222,kungsholmen,54,3,3.0,59.32894591010192,18.004531860351562,18.0
2383,sankt eriksgatan 15,1009,3.0,4550000, 6 oktober 2021,30,130000,kungsholmen,35,2,4.0,59.330346935343954,18.029937744140625,75.0
2384,fleminggatan 109,1935,,4270000, 6 oktober 2021,22,106750,kungsholmen,40,2,,59.334899868447216,18.02719116210937,67.0
2385,lidnersgatan 6,3290,3.0,3170000, 5 oktober 2021,6,73721,kungsholmen,43,2,,59.33525006879975,18.0010986328125,19.0
2386,lidnersplan 6,1527,3.0,3225000, 5 oktober 2021,15,97727,kungsholmen,33,2,,59.3359504586749,17.999038696289062,10.0
2387,john ericssonsgatan 16,1635,2.0,2930000, 5 oktober 2021,25,117200,kungsholmen,25,1,3.0,59.32929617182799,18.03817749023437,38.0
2388,södra agnegatan 24,0,3.0,7450000, 5 oktober 2021,35,140566,kungsholmen,53,3,3.0,59.32929617182799,18.04161071777344,81.0
2389,kungsholms strand 171,1744,3.0,3340000, 5 oktober 2021,19,115172,kungsholmen,29,1,6.0,59.33840170952597,18.024444580078125,19.0
2390,kristinebergs strand 3,4609,3.0,11250000, 5 oktober 2021,13,120968,kungsholmen,93,4,5.0,59.33735119510607,18.000411987304688,12.0
2391,warfvinges väg 15,2062,3.0,4100000, 5 oktober 2021,8,89130,kungsholmen,46,3,2.0,59.33665083411027,18.012771606445312,26.0
2392,lindhagensgatan 104a,4067,3.0,6300000, 5 oktober 2021,7,76829,kungsholmen,82,3,4.0,59.33560026554231,18.012771606445312,29.0
2393,alströmergatan 32c,1801,,3275000, 4 oktober 2021,13,90972,kungsholmen,36,2,,59.33700101641311,18.02581787109375,30.0
2394,svarvargatan 20,2959,3.0,7000000, 4 oktober 2021,22,98592,kungsholmen,71,3,6.0,59.33665083411027,18.02925109863281,81.0
2395,franzéngatan 80,4214,3.0,8400000, 4 oktober 2021,11,95455,kungsholmen,88,3,6.0,59.3387518737797,18.004531860351562,21.0
2396,lindhagensgatan 104a,3051,3.0,4750000, 3 oktober 2021,13,87963,kungsholmen,54,2,7.0,59.33560026554231,18.012771606445312,29.0
2397,drottningholmsvägen 4,3330,3.0,9650000, 3 oktober 2021,23,119136,kungsholmen,81,3,2.0,59.332448364897616,18.032684326171875,95.0
2398,norr mälarstrand 84,3220,3.0,7700000, 2 oktober 2021,29,116667,kungsholmen,66,2,5.0,59.32894591010192,18.027877807617188,51.0
2399,pontonjärgatan 33,1118,2.0,2750000, 1 oktober 2021,12,119565,kungsholmen,23,1,3.0,59.32894591010192,18.03062438964844,55.0
2400,sankt eriksgatan 12,1086,2.0,4400000, 1 oktober 2021,10,100000,kungsholmen,44,2,,59.329996684449,18.029937744140625,66.0
2401,baltzar von platens gata 1,1458,2.0,3300000, 1 oktober 2021,16,110000,kungsholmen,30,1,,59.3285956447654,18.03131103515625,48.0
2402,lindhagensgatan 137,3252,,7300000, 1 oktober 2021,±0,87952,kungsholmen,83,3,4.0,59.33840170952597,18.005905151367188,24.0
2403,inedalsgatan 17,2798,,6050000, 1 oktober 2021,10,102542,kungsholmen,59,2,,59.33560026554231,18.036117553710938,77.0
2404,parmmätargatan 9a,2101,2.0,6300000, 1 oktober 2021,,108621,kungsholmen,58,3,,59.32894591010192,18.046417236328125,89.0
2405,fridhemsgatan 64 a,3043,3.0,4300000, 1 oktober 2021,2,89583,kungsholmen,48,2,,59.33630064819755,18.032684326171875,108.0
2406,kungsklippan 22,3094,3.0,4000000, 30 september 2021,11,105263,kungsholmen,38,2,6.0,59.330346935343954,18.047103881835938,84.0
2407,adlerbethsgatan 15,1847,,3150000, 30 september 2021,9,92647,kungsholmen,34,2,,59.3310474263029,18.005905151367188,11.0
2408,alströmergatan 32q,1779,,3250000, 30 september 2021,±0,92857,kungsholmen,35,1,1.0,59.33665083411027,18.02719116210937,49.0
2409,industrigatan 14,2372,2.0,3850000, 30 september 2021,26,106944,kungsholmen,36,2,1.0,55.5994821511292,13.02703857421875,1.0
2410,inedalsgatan 9b,2384,3.0,5600000, 30 september 2021,2,86154,kungsholmen,65,2,3.0,59.33454966448465,18.034744262695312,70.0
2411,lidnersplan 16,2282,3.0,4400000, 30 september 2021,14,100000,kungsholmen,44,2,,59.33560026554231,17.997665405273438,7.0
2412,pipersgatan 45a,3848,3.0,7870000, 30 september 2021,1,93690,kungsholmen,84,3,,59.333849245729375,18.047103881835938,68.0
2413,pär lagerkvists gata 4,3156,3.0,5200000, 30 september 2021,4,81250,kungsholmen,64,2,5.0,59.33840170952597,18.008651733398438,25.0
2414,creutzgatan 7,1146,,2250000, 29 september 2021,19,125000,kungsholmen,18,1,2.0,59.332448364897616,18.01483154296875,24.0
2415,frödingsvägen 4,2169,,3600000, 29 september 2021,11,85714,kungsholmen,42,2,2.0,59.3310474263029,18.003158569335938,15.0
2416,karlsviksgatan 7,2484,2.0,4800000, 29 september 2021,20,104348,kungsholmen,46,2,2.0,59.330346935343954,18.028564453125,73.0
2417,pär lagerkvists gata 24,2632,3.0,4700000, 29 september 2021,18,90385,kungsholmen,52,2,6.0,59.33945219145792,18.006591796875,27.0
2418,bergsgatan 49,2574,3.0,5860000, 29 september 2021,18,102807,kungsholmen,57,2,2.0,59.330346935343954,18.03749084472656,36.0
2419,wargentinsgatan 5e,1078,3.0,2830000, 29 september 2021,18,157222,kungsholmen,18,1,,59.33279859052077,18.03955078125,58.0
2420,kungsholms strand 181,2695,2.0,4600000, 29 september 2021,10,93878,kungsholmen,49,2,2.0,59.3387518737797,18.0230712890625,12.0
2421,alströmergatan 35,2053,3.0,3710000, 29 september 2021,24,109118,kungsholmen,34,2,3.0,59.33560026554231,18.029937744140625,102.0
2422,wennerbergsgatan 6b,1506,3.0,2865000, 29 september 2021,4,95500,kungsholmen,30,1,4.0,59.32754482709309,18.0120849609375,16.0
2423,inedalsgatan 19,2609,3.0,7000000, 28 september 2021,±0,116667,kungsholmen,60,2,4.0,59.33560026554231,18.036117553710938,77.0
2424,sankt göransgatan 72,851,3.0,4550000, 28 september 2021,30,119737,kungsholmen,38,2,,59.33349903093664,18.03062438964844,97.0
2425,igeldammsgatan 38,2367,2.0,4000000, 28 september 2021,14,102564,kungsholmen,39,2,2.0,59.33840170952597,18.022384643554688,10.0
2426,sankt eriksgatan 28a,1724,,5210000, 28 september 2021,16,104200,kungsholmen,50,2,4.0,59.33279859052077,18.032684326171875,94.0
2427,drottningholmsvägen 55,2057,3.0,4400000, 28 september 2021,16,104762,kungsholmen,42,2,6.0,59.33139766636693,18.0230712890625,20.0
2428,sankt göransgatan 102,4299,3.0,6985000, 28 september 2021,8,76758,kungsholmen,91,3,1.0,59.33419945691206,18.025131225585938,35.0
2429,thorildsvägen 1,2356,3.0,4450000, 28 september 2021,33,108537,kungsholmen,41,2,,59.33279859052077,18.016891479492188,23.0
2430,industrigatan 5,1306,2.0,3750000, 28 september 2021,15,104167,kungsholmen,36,2,4.0,59.33630064819755,18.03062438964844,99.0
2431,bergsgatan 20,1993,2.0,5670000, 28 september 2021,18,120638,kungsholmen,47,2,3.0,55.59405065543056,13.008499145507812,83.0
2432,fleminggatan 89,1041,2.0,3230000, 28 september 2021,29,115357,kungsholmen,28,1,,59.33454966448465,18.03131103515625,95.0
2433,ola hanssonsgatan 7,1790,1.0,2550000, 28 september 2021,9,98077,kungsholmen,26,1,,59.333849245729375,18.000411987304688,14.0
2434,hantverkargatan 46a,2550,1.0,6700000, 28 september 2021,22,128846,kungsholmen,52,2,3.0,59.329996684449,18.03817749023437,41.0
2435,lindhagensgatan 55,2047,2.0,3500000, 28 september 2021,,94595,kungsholmen,37,2,,59.332448364897616,18.017578125,22.0
2436,fleminggatan 25,1517,2.0,6300000, 28 september 2021,16,114545,kungsholmen,55,2,2.0,59.33279859052077,18.044357299804688,85.0
2437,kronobergsgatan 5,2430,2.0,5975000, 28 september 2021,20,112736,kungsholmen,53,2,,59.33139766636693,18.032684326171875,87.0
2438,bergsgatan 37,1647,3.0,8425000, 27 september 2021,20,112333,kungsholmen,75,3,2.0,55.59288666567103,13.007469177246094,81.0
2439,fleminggatan 109,2969,3.0,6900000, 27 september 2021,±0,113115,kungsholmen,61,2,4.0,59.334899868447216,18.02719116210937,67.0
2440,john ericssonsgatan 11 5tr,4543,3.0,7900000, 27 september 2021,5,101282,kungsholmen,78,3,,59.32894591010192,18.03749084472656,27.0
2441,alströmergatan 51,1397,3.0,3100000, 27 september 2021,±0,119231,kungsholmen,26,1,5.0,59.33665083411027,18.02581787109375,34.0
2442,stagneliusvägen 32,4247,3.0,6400000, 26 september 2021,10,90141,kungsholmen,71,3,,59.3285956447654,18.007965087890625,14.0
2443,alströmergatan 32u,1397,,2650000, 26 september 2021,6,106000,kungsholmen,25,1,3.0,59.33665083411027,18.02650451660156,42.0
2444,drottningholmsvägen 4 med uteplats,3073,3.0,8700000, 25 september 2021,25,116000,kungsholmen,75,3,,59.332448364897616,18.032684326171875,95.0
2445,messeniusgatan 6,2059,2.0,2870000, 25 september 2021,4,92581,kungsholmen,31,2,1.0,59.330346935343954,17.999725341796875,13.0
2446,kristinebergsvägen 26,3074,3.0,5600000, 25 september 2021,12,80000,kungsholmen,70,3,,59.33349903093664,18.014144897460938,21.0
2447,karlsviksgatan 1,2672,3.0,5850000, 24 september 2021,-2,80137,kungsholmen,73,2,,59.32929617182799,18.027877807617188,58.0
2448,igeldammsgatan 22b,3379,2.0,5600000, 24 september 2021,12,107692,kungsholmen,52,2,2.0,59.33735119510607,18.024444580078125,21.0
2449,lindhagensterrassen 27,3722,3.0,9570000, 24 september 2021,13,98660,kungsholmen,97,4,14.0,59.334899868447216,18.01620483398437,23.0
2450,fleminggatan 40d,3099,3.0,6000000, 24 september 2021,4,90909,kungsholmen,66,3,,59.33454966448465,18.033370971679688,83.0
2451,fleminggatan 21,3169,3.0,11000000, 24 september 2021,1,141026,kungsholmen,78,3,6.0,59.33279859052077,18.044357299804688,85.0
2452,sankt göransgatan 70,1722,3.0,7710000, 24 september 2021,11,100130,kungsholmen,77,3,,59.33349903093664,18.03062438964844,97.0
2453,hantverkargatan 76b,1198,2.0,5450000, 23 september 2021,19,111224,kungsholmen,49,2,3.0,59.3310474263029,18.031997680664062,85.0
2454,hornsbergs strand 49,2527,3.0,3850000, 23 september 2021,4,89535,kungsholmen,43,2,2.0,59.34050264090254,18.007965087890625,26.0
2455,levertinsgatan 3,4365,3.0,5215000, 23 september 2021,9,79015,kungsholmen,66,2,2.0,59.33419945691206,17.999038696289062,12.0
2456,grubbens gata 3,3602,3.0,10150000, 23 september 2021,19,106842,kungsholmen,95,3,2.0,59.33419945691206,18.03749084472656,41.0
2457,ola hanssonsgatan 6,2953,2.0,3450000, 23 september 2021,±0,69000,kungsholmen,50,2,,59.334899868447216,18.0010986328125,18.0
2458,parkgatan 12,6262,3.0,22200000, 23 september 2021,22,126136,kungsholmen,176,5,2.0,59.33349903093664,18.036117553710938,55.0
2459,garvargatan 20,2328,2.0,4515000, 23 september 2021,14,105000,kungsholmen,43,2,2.0,59.3285956447654,18.04161071777344,69.0
2460,fridhemsgatan 37 - 4tr,2314,3.0,4200000, 22 september 2021,12,102439,kungsholmen,41,1,,59.33419945691206,18.03062438964844,94.0
2461,södra agnegatan 24,0,3.0,8300000, 22 september 2021,±0,133871,kungsholmen,62,3,,59.32929617182799,18.04161071777344,81.0
2462,kungsholms strand 165,2371,3.0,4570000, 22 september 2021,14,103864,kungsholmen,44,2,,59.33805154166247,18.025131225585938,25.0
2463,frödingsvägen 2,1710,1.0,3500000, 22 september 2021,±0,97222,kungsholmen,36,2,,59.3310474263029,18.003158569335938,15.0
2464,chapmansgatan 6,3062,2.0,6850000, 22 september 2021,19,102239,kungsholmen,67,2,1.0,59.3285956447654,18.033370971679688,45.0
2465,wargentinsgatan 7,2291,2.0,4250000, 22 september 2021,15,106250,kungsholmen,40,2,2.0,59.33279859052077,18.040924072265625,72.0
2466,karlsviksgatan 18,1524,3.0,6325000, 22 september 2021,6,103689,kungsholmen,61,3,2.0,59.3310474263029,18.02925109863281,84.0
2467,kristinebergsvägen 18,3138,3.0,5425000, 22 september 2021,17,86111,kungsholmen,63,2,5.0,59.333849245729375,18.014144897460938,23.0
2468,lustgårdsgatan 3,3830,3.0,6400000, 22 september 2021,9,85333,kungsholmen,75,3,4.0,59.33560026554231,18.013458251953125,29.0
2469,olof dalins väg 20,4302,3.0,4860000, 22 september 2021,8,82373,kungsholmen,59,2,6.0,59.33630064819755,17.999038696289062,10.0
2470,norr mälarstrand 94,2232,3.0,4275000, 22 september 2021,10,104268,kungsholmen,41,1,5.0,59.330346935343954,18.025131225585938,21.0
2471,kungsbro strand 17,2440,,3370000, 22 september 2021,5,120357,kungsholmen,28,1,7.0,59.329996684449,18.05122375488281,45.0
2472,hornsbergs strand 55,4463,3.0,10000000, 22 september 2021,7,104167,kungsholmen,96,3,4.0,59.34050264090254,18.007278442382812,27.0
2473,sankt eriksgatan 31a,0,3.0,6700000, 21 september 2021,3,89333,kungsholmen,75,3,3.0,59.33279859052077,18.03131103515625,100.0
2474,chapmansgatan 5,1211,2.0,3150000, 21 september 2021,17,112500,kungsholmen,28,1,3.0,59.3285956447654,18.032684326171875,45.0
2475,hantverkargatan 35,3745,3.0,9400000, 21 september 2021,18,125333,kungsholmen,75,3,,59.32894591010192,18.04229736328125,82.0
2476,kungsholmsgatan 9,3127,3.0,4100000, 21 september 2021,14,105128,kungsholmen,39,2,7.0,59.330697182628576,18.04916381835937,60.0
2477,polhemsgatan 28,2867,3.0,6100000, 21 september 2021,-2,84722,kungsholmen,72,2,,59.330346935343954,18.03680419921875,39.0
